text,aspects,aspect_sentiment_pairs,aspect_opinion_pairs,triplets
Mô tả thì để 15.6 nhưng thực tế nên từ 14 trở xuống sẽ tốt hơn.,['<IA>'],"[('<IA>', 'NEU')]","[('<IA>', 'Mô tả thì để 15.6 nhưng thực tế nên từ 14 trở xuống sẽ tốt hơn.')]","[('<IA>', 'Mô tả thì để 15.6 nhưng thực tế nên từ 14 trở xuống sẽ tốt hơn.', 'NEU')]"
Mặt lưới hơi ọp ẹp nhẹ,['Mặt lưới'],"[('Mặt lưới', 'NEG')]","[('Mặt lưới', 'hơi ọp ẹp nhẹ')]","[('Mặt lưới', 'hơi ọp ẹp nhẹ', 'NEG')]"
còn lại khá ổn.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'còn lại khá ổn.')]","[('<IA>', 'còn lại khá ổn.', 'POS')]"
Đóng gói nhiều lớp,['Đóng gói'],"[('Đóng gói', 'POS')]","[('Đóng gói', 'nhiều lớp')]","[('Đóng gói', 'nhiều lớp', 'POS')]"
vận chuyển lẹ.,['vận chuyển'],"[('vận chuyển', 'POS')]","[('vận chuyển', 'lẹ.')]","[('vận chuyển', 'lẹ.', 'POS')]"
Khi xài nên cẩn thận hơn,['xài'],"[('xài', 'NEU')]","[('xài', 'nên cẩn thận hơn')]","[('xài', 'nên cẩn thận hơn', 'NEU')]"
mặt nhựa dễ bể.,['mặt nhựa'],"[('mặt nhựa', 'NEG')]","[('mặt nhựa', 'dễ bể.')]","[('mặt nhựa', 'dễ bể.', 'NEG')]"
sản phẩm giống mô tả.,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'giống mô tả.')]","[('sản phẩm', 'giống mô tả.', 'POS')]"
chất lượng so vs giá tiền như vậy là ok rồi,['chất lượng so vs giá tiền'],"[('chất lượng so vs giá tiền', 'POS')]","[('chất lượng so vs giá tiền', 'ok')]","[('chất lượng so vs giá tiền', 'ok', 'POS')]"
sẽ ủng hộ dài dài,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ủng hộ dài dài')]","[('<IA>', 'ủng hộ dài dài', 'POS')]"
Sản phẩm mới.,['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'mới.')]","[('Sản phẩm', 'mới.', 'POS')]"
Giá sale rất tốt.,['Giá sale'],"[('Giá sale', 'POS')]","[('Giá sale', 'rất tốt.')]","[('Giá sale', 'rất tốt.', 'POS')]"
So với mức giá thì,['giá'],"[('giá', 'POS')]","[('giá', '<IO>')]","[('giá', '<IO>', 'POS')]"
lực phun sương như vậy cũng cân xứng,['lực phun sương'],"[('lực phun sương', 'POS')]","[('lực phun sương', 'cân xứng')]","[('lực phun sương', 'cân xứng', 'POS')]"
chỉ nhận được 1 cái bóp tay thôi,['cái bóp tay'],"[('cái bóp tay', 'NEG')]","[('cái bóp tay', 'chỉ nhận được 1')]","[('cái bóp tay', 'chỉ nhận được 1', 'NEG')]"
Hàng rất đẹp.,['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'rất đẹp.')]","[('Hàng', 'rất đẹp.', 'POS')]"
Mở hộp đã thấy hài lòng.,[],[],[],[]
Sẽ ủng hộ shop dài,[],[],[],[]
Hộp cơm này chất lượng tốt.,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'tốt.')]","[('chất lượng', 'tốt.', 'POS')]"
dung tích bên trong làm mình thấy ko đủ.,['dung tích bên trong'],"[('dung tích bên trong', 'NEG')]","[('dung tích bên trong', 'ko đủ.')]","[('dung tích bên trong', 'ko đủ.', 'NEG')]"
sách hay cà rất bổ ích,['sách'],"[('sách', 'POS')]","[('sách', 'hay cà rất bổ ích')]","[('sách', 'hay cà rất bổ ích', 'POS')]"
khá chính xác với những thông tin sách cung cấp,['thông tin sách cung cấp'],"[('thông tin sách cung cấp', 'POS')]","[('thông tin sách cung cấp', 'khá chính xác')]","[('thông tin sách cung cấp', 'khá chính xác', 'POS')]"
"Sản phẩm đóng gói cẩn thận,",['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận,')]","[('đóng gói', 'cẩn thận,', 'POS')]"
"vì chưa sử dụng nên chưa thể đánh giá chính xác,",['sử dụng'],"[('sử dụng', 'NEU')]","[('sử dụng', '<IO>')]","[('sử dụng', '<IO>', 'NEU')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
Mình đặt mua cáp sạc iphone mà nhận được cáp sạc úb.,[],[],[],[]
Tiki giao nhanh,['giao'],"[('giao', 'POS')]","[('giao', 'nhanh')]","[('giao', 'nhanh', 'POS')]"
Nhân viên giao hàng thân thiện,['Nhân viên giao hàng'],"[('Nhân viên giao hàng', 'POS')]","[('Nhân viên giao hàng', 'thân thiện')]","[('Nhân viên giao hàng', 'thân thiện', 'POS')]"
nói đúng giá,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'nói đúng giá')]","[('<IA>', 'nói đúng giá', 'POS')]"
"Máy nhỏ gọn,",['Máy'],"[('Máy', 'POS')]","[('Máy', 'nhỏ gọn,')]","[('Máy', 'nhỏ gọn,', 'POS')]"
"viền màn hình mỏng, nhẹ",['viền màn hình'],"[('viền màn hình', 'POS')]","[('viền màn hình', 'mỏng, nhẹ')]","[('viền màn hình', 'mỏng, nhẹ', 'POS')]"
"Pin dùng khá lâu,",['Pin dùng'],"[('Pin dùng', 'POS')]","[('Pin dùng', 'khá lâu,')]","[('Pin dùng', 'khá lâu,', 'POS')]"
máy khá mát.,['máy'],"[('máy', 'POS')]","[('máy', 'khá mát.')]","[('máy', 'khá mát.', 'POS')]"
Máy khởi động rất nhanh.,['Máy khởi động'],"[('Máy khởi động', 'POS')]","[('Máy khởi động', 'rất nhanh.')]","[('Máy khởi động', 'rất nhanh.', 'POS')]"
máy mượt.,['máy'],"[('máy', 'POS')]","[('máy', 'mượt.')]","[('máy', 'mượt.', 'POS')]"
Bảo mật bằng vân tay khá nhạy,['Bảo mật bằng vân tay'],"[('Bảo mật bằng vân tay', 'POS')]","[('Bảo mật bằng vân tay', 'khá nhạy')]","[('Bảo mật bằng vân tay', 'khá nhạy', 'POS')]"
dùng mượt.,['dùng'],"[('dùng', 'POS')]","[('dùng', 'mượt.')]","[('dùng', 'mượt.', 'POS')]"
"giao hàng nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh,')]","[('giao hàng', 'nhanh,', 'POS')]"
"mẫu mã mặt hàng đẹp,",['mẫu mã mặt hàng'],"[('mẫu mã mặt hàng', 'POS')]","[('mẫu mã mặt hàng', 'đẹp,')]","[('mẫu mã mặt hàng', 'đẹp,', 'POS')]"
chất lượng khá tốt,['chất lượng'],"[('chất lượng', 'POS')]","[('chất lượng', 'khá tốt')]","[('chất lượng', 'khá tốt', 'POS')]"
"to hơn tủ của mình,",[],[],[],[]
mội người xem kích thước trước khi mua nha,[],[],[],[]
Sản phẩm rất đẹp.,['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'rất đẹp.')]","[('Sản phẩm', 'rất đẹp.', 'POS')]"
Màu sắc giống hình.,['Màu sắc'],"[('Màu sắc', 'POS')]","[('Màu sắc', 'giống hình.')]","[('Màu sắc', 'giống hình.', 'POS')]"
Da mềm đẹp.,['Da'],"[('Da', 'POS')]","[('Da', 'mềm đẹp.')]","[('Da', 'mềm đẹp.', 'POS')]"
Sẽ ủng hộ shop dài dài,['shop'],"[('shop', 'POS')]","[('shop', 'ủng hộ')]","[('shop', 'ủng hộ', 'POS')]"
"hàng ko giống trong hình,",['hàng'],"[('hàng', 'NEG')]","[('hàng', 'ko giống trong hình,')]","[('hàng', 'ko giống trong hình,', 'NEG')]"
"có đổi lại đc ko,",['đổi lại'],"[('đổi lại', 'NEU')]","[('đổi lại', '<IO>')]","[('đổi lại', '<IO>', 'NEU')]"
dây cũng 😢,['dây'],"[('dây', 'NEG')]","[('dây', '😢')]","[('dây', '😢', 'NEG')]"
nhân viên ship hàng là tốt,['nhân viên ship hàng'],"[('nhân viên ship hàng', 'POS')]","[('nhân viên ship hàng', 'tốt')]","[('nhân viên ship hàng', 'tốt', 'POS')]"
"rất hài lòng khi nhận hàng,","['nhận hàng,']","[('nhận hàng,', 'POS')]","[('nhận hàng,', 'rất hài lòng')]","[('nhận hàng,', 'rất hài lòng', 'POS')]"
"đúng như hình,",[],[],[],[]
sp ngon-,['sp'],"[('sp', 'POS')]","[('sp', 'ngon-')]","[('sp', 'ngon-', 'POS')]"
đóng gói cẩn thận,['đóng gói'],"[('đóng gói', 'POS')]","[('đóng gói', 'cẩn thận')]","[('đóng gói', 'cẩn thận', 'POS')]"
giao hàng ko đúng.,['giao hàng'],"[('giao hàng', 'NEG')]","[('giao hàng', 'ko đúng.')]","[('giao hàng', 'ko đúng.', 'NEG')]"
khác hoàn toàn với hình đăng.,['hình đăng.'],"[('hình đăng.', 'NEG')]","[('hình đăng.', 'khác hoàn toàn với')]","[('hình đăng.', 'khác hoàn toàn với', 'NEG')]"
shop ko uy tín,['shop'],"[('shop', 'NEG')]","[('shop', 'ko uy tín')]","[('shop', 'ko uy tín', 'NEG')]"
giao hàng rất sớm.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'rất sớm.')]","[('giao hàng', 'rất sớm.', 'POS')]"
ví lại bị nhăn do gắp lại.,['ví'],"[('ví', 'NEG')]","[('ví', 'bị nhăn do gắp lại.')]","[('ví', 'bị nhăn do gắp lại.', 'NEG')]"
Mong shop xem lại.,[],[],[],[]
dây kéo cũng dễ xúc ra,['dây kéo'],"[('dây kéo', 'NEG')]","[('dây kéo', 'dễ xúc ra')]","[('dây kéo', 'dễ xúc ra', 'NEG')]"
Mình sạc đt đc 2 lần đầu thấy ổn.,['sạc đt'],"[('sạc đt', 'POS')]","[('sạc đt', 'ổn.')]","[('sạc đt', 'ổn.', 'POS')]"
"Nhưng sau đó thì sạc cho pin rất lâu,",['sạc cho pin'],"[('sạc cho pin', 'NEG')]","[('sạc cho pin', 'rất lâu,')]","[('sạc cho pin', 'rất lâu,', 'NEG')]"
"có hôm mình để 10 tiếng mà ko báo đc qua 30%,",['để 10 tiếng'],"[('để 10 tiếng', 'NEG')]","[('để 10 tiếng', 'ko báo đc qua 30%,')]","[('để 10 tiếng', 'ko báo đc qua 30%,', 'NEG')]"
và từ đó không bao giờ thấy 100% nữa.,['100%'],"[('100%', 'NEG')]","[('100%', 'không bao giờ thấy')]","[('100%', 'không bao giờ thấy', 'NEG')]"
khá là ok.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'khá là ok.')]","[('<IA>', 'khá là ok.', 'POS')]"
Chồng xài cũng thấy thích,['xài'],"[('xài', 'POS')]","[('xài', 'cũng thấy thích')]","[('xài', 'cũng thấy thích', 'POS')]"
"Máy gọn nhẹ,",['Máy'],"[('Máy', 'POS')]","[('Máy', 'gọn nhẹ,')]","[('Máy', 'gọn nhẹ,', 'POS')]"
"dễ vệ sinh,","['vệ sinh,']","[('vệ sinh,', 'POS')]","[('vệ sinh,', 'dễ')]","[('vệ sinh,', 'dễ', 'POS')]"
xay rất êm và mịn.,['xay'],"[('xay', 'POS')]","[('xay', 'êm và mịn.')]","[('xay', 'êm và mịn.', 'POS')]"
Mình rất hài lòng.,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'hài lòng.')]","[('<IA>', 'hài lòng.', 'POS')]"
"Bảo hành xuất xứ Thái Lan mà trên vỏ lại ghi sản xuất tại Trung Quốc,",['Bảo hành xuất xứ'],"[('Bảo hành xuất xứ', 'NEG')]","[('Bảo hành xuất xứ', 'Thái Lan mà trên vỏ lại ghi sản xuất tại Trung Quốc,')]","[('Bảo hành xuất xứ', 'Thái Lan mà trên vỏ lại ghi sản xuất tại Trung Quốc,', 'NEG')]"
màu sắc in trên hộp lại k sắc nét.,['màu sắc in trên hộp'],"[('màu sắc in trên hộp', 'NEG')]","[('màu sắc in trên hộp', 'k sắc nét.')]","[('màu sắc in trên hộp', 'k sắc nét.', 'NEG')]"
mặt hàng này do Tiki Trading mà lại mập mờ,['mặt hàng này'],"[('mặt hàng này', 'NEG')]","[('mặt hàng này', 'mập mờ')]","[('mặt hàng này', 'mập mờ', 'NEG')]"
Tổng thời gian mua hàng là một tháng,['Tổng thời gian mua hàng'],"[('Tổng thời gian mua hàng', 'NEG')]","[('Tổng thời gian mua hàng', 'một tháng')]","[('Tổng thời gian mua hàng', 'một tháng', 'NEG')]"
Chờ hàng về mà ấm ức.,['Chờ hàng'],"[('Chờ hàng', 'NEG')]","[('Chờ hàng', 'mà ấm ức.')]","[('Chờ hàng', 'mà ấm ức.', 'NEG')]"
Dính lên táp lô thì k giữ dc lâu.,['Dính lên táp lô'],"[('Dính lên táp lô', 'NEG')]","[('Dính lên táp lô', 'k giữ dc lâu.')]","[('Dính lên táp lô', 'k giữ dc lâu.', 'NEG')]"
dính lên kính thì rất chắc,['dính lên kính'],"[('dính lên kính', 'POS')]","[('dính lên kính', 'rất chắc')]","[('dính lên kính', 'rất chắc', 'POS')]"
"Mọi thứ ok,",['Mọi thứ'],"[('Mọi thứ', 'POS')]","[('Mọi thứ', 'ok,')]","[('Mọi thứ', 'ok,', 'POS')]"
"sách nội dung dễ thương, dễ đọc,","['sách', 'nội dung']","[('sách', 'POS'), ('nội dung', 'POS')]","[('sách', 'dễ thương, dễ đọc,'), ('nội dung', 'dễ thương, dễ đọc,')]","[('sách', 'dễ thương, dễ đọc,', 'POS'), ('nội dung', 'dễ thương, dễ đọc,', 'POS')]"
giao hàng nhanh.,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh.')]","[('giao hàng', 'nhanh.', 'POS')]"
"bọc sách bọc chặt quá,",['bọc sách bọc'],"[('bọc sách bọc', 'NEG')]","[('bọc sách bọc', 'chặt quá,')]","[('bọc sách bọc', 'chặt quá,', 'NEG')]"
"Khô gà ngon,",['Khô gà'],"[('Khô gà', 'POS')]","[('Khô gà', 'ngon,')]","[('Khô gà', 'ngon,', 'POS')]"
"giao hàng nhanh,",['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh,')]","[('giao hàng', 'nhanh,', 'POS')]"
"nilon gói quá nhiều,",['nilon gói'],"[('nilon gói', 'NEG')]","[('nilon gói', 'quá nhiều,')]","[('nilon gói', 'quá nhiều,', 'NEG')]"
Hộp có thể nấu cơm ngon như nồi cơm luôn.,['nấu cơm'],"[('nấu cơm', 'POS')]","[('nấu cơm', 'ngon')]","[('nấu cơm', 'ngon', 'POS')]"
Mình tận dụng để luộc sắn vẫn rất ok ạ.,['luộc sắn'],"[('luộc sắn', 'POS')]","[('luộc sắn', 'rất ok ạ.')]","[('luộc sắn', 'rất ok ạ.', 'POS')]"
Cảm thấy rất đáng tiền,[],[],[],[]
sản phẩm đẹp không bị méo móp,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'đẹp không bị méo móp')]","[('sản phẩm', 'đẹp không bị méo móp', 'POS')]"
bản đồ phần gấp bị mòn có vẻ không bền,['bản đồ phần gấp'],"[('bản đồ phần gấp', 'NEG')]","[('bản đồ phần gấp', 'bị mòn có vẻ không bền')]","[('bản đồ phần gấp', 'bị mòn có vẻ không bền', 'NEG')]"
"máy đẹp,",['máy'],"[('máy', 'POS')]","[('máy', 'đẹp,')]","[('máy', 'đẹp,', 'POS')]"
"rẻ hơn giá thị trường,","['giá thị trường,']","[('giá thị trường,', 'POS')]","[('giá thị trường,', 'rẻ hơn')]","[('giá thị trường,', 'rẻ hơn', 'POS')]"
"băng keo dính lớp vỏ bọc máy thì bị đứt ra sẵn,",['băng keo dính lớp vỏ bọc máy'],"[('băng keo dính lớp vỏ bọc máy', 'NEG')]","[('băng keo dính lớp vỏ bọc máy', 'bị đứt ra sẵn,')]","[('băng keo dính lớp vỏ bọc máy', 'bị đứt ra sẵn,', 'NEG')]"
Sản phẩm rất tốt,['Sản phẩm'],"[('Sản phẩm', 'POS')]","[('Sản phẩm', 'rất tốt')]","[('Sản phẩm', 'rất tốt', 'POS')]"
Tiki giao hàng nhanh hơn dự kiến,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh hơn dự kiến')]","[('giao hàng', 'nhanh hơn dự kiến', 'POS')]"
Vận hành êm,['Vận hành'],"[('Vận hành', 'POS')]","[('Vận hành', 'êm')]","[('Vận hành', 'êm', 'POS')]"
"ái, quần áo","['ái, quần']","[('ái, quần', 'POS')]","[('ái, quần', 'áo')]","[('ái, quần', 'áo', 'POS')]"
"của mình, ít hao nước và",[],[],[],[]
là quần áo ít mùi nước xả nhưng nồng mùi xà phòng của nước,['là quần'],"[('là quần', 'NEG')]","[('là quần', 'áo ít mùi nước xả nhưng nồng mùi xà')]","[('là quần', 'áo ít mùi nước xả nhưng nồng mùi xà', 'NEG')]"
mua tiếp mấy tờ dán nốt cho đủ thì gửi đến màu khác,['gửi'],"[('gửi', 'NEG')]","[('gửi', 'màu khác')]","[('gửi', 'màu khác', 'NEG')]"
"giờ chả dán đc,",['dán'],"[('dán', 'NEG')]","[('dán', 'chả dán đc,')]","[('dán', 'chả dán đc,', 'NEG')]"
shop cho tôi đổi lại đi.,['đổi lại'],"[('đổi lại', 'NEU')]","[('đổi lại', '<IO>')]","[('đổi lại', '<IO>', 'NEU')]"
Nói chung là ok mặc giù chưa đeo thự!,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'ok')]","[('<IA>', 'ok', 'POS')]"
Nhưng mình khá thích,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'thích')]","[('<IA>', 'thích', 'POS')]"
"Giao hàng nhanh,",['Giao hàng'],"[('Giao hàng', 'POS')]","[('Giao hàng', 'nhanh,')]","[('Giao hàng', 'nhanh,', 'POS')]"
"đúng hàng,","['hàng,']","[('hàng,', 'POS')]","[('hàng,', 'đúng')]","[('hàng,', 'đúng', 'POS')]"
"chất lượng hơi kém,",['chất lượng'],"[('chất lượng', 'NEG')]","[('chất lượng', 'hơi kém,')]","[('chất lượng', 'hơi kém,', 'NEG')]"
"mang mới có 1 tiếng đã bị rớt quai,","['quai,']","[('quai,', 'NEG')]","[('quai,', 'bị rớt')]","[('quai,', 'bị rớt', 'NEG')]"
buồn thiệt chớ,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'buồn thiệt chớ')]","[('<IA>', 'buồn thiệt chớ', 'NEG')]"
Hàng đẹp,['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'đẹp')]","[('Hàng', 'đẹp', 'POS')]"
chất rất ấm,['chất'],"[('chất', 'POS')]","[('chất', 'rất ấm')]","[('chất', 'rất ấm', 'POS')]"
xài mềm,['xài'],"[('xài', 'POS')]","[('xài', 'mềm')]","[('xài', 'mềm', 'POS')]"
thích lắm luôn,['<IA>'],"[('<IA>', 'POS')]","[('<IA>', 'thích lắm')]","[('<IA>', 'thích lắm', 'POS')]"
giá vậy là ok,['giá'],"[('giá', 'POS')]","[('giá', 'ok')]","[('giá', 'ok', 'POS')]"
"Dây cáp khá chắc chắn,",['Dây cáp'],"[('Dây cáp', 'POS')]","[('Dây cáp', 'khá chắc chắn,')]","[('Dây cáp', 'khá chắc chắn,', 'POS')]"
bọc vải dày dặn.,['bọc vải'],"[('bọc vải', 'POS')]","[('bọc vải', 'dày dặn.')]","[('bọc vải', 'dày dặn.', 'POS')]"
"dùng được tầm 2 tháng thì dây của mình có dấu hiệu hư hỏng,",['dùng'],"[('dùng', 'NEG')]","[('dùng', 'có dấu hiệu hư hỏng,')]","[('dùng', 'có dấu hiệu hư hỏng,', 'NEG')]"
sạc ko vô.,['sạc'],"[('sạc', 'NEG')]","[('sạc', 'ko vô.')]","[('sạc', 'ko vô.', 'NEG')]"
Tôi rất hài lòng về sản phẩm tam quốc diễn nghĩa trọn bộ sáu tập 👍,['sản phẩm tam quốc diễn nghĩa trọn bộ sáu tập'],"[('sản phẩm tam quốc diễn nghĩa trọn bộ sáu tập', 'POS')]","[('sản phẩm tam quốc diễn nghĩa trọn bộ sáu tập', 'rất hài lòng')]","[('sản phẩm tam quốc diễn nghĩa trọn bộ sáu tập', 'rất hài lòng', 'POS')]"
Hg chat lg,['Hg'],"[('Hg', 'POS')]","[('Hg', 'chat lg')]","[('Hg', 'chat lg', 'POS')]"
giao hg nhanh,['giao hg'],"[('giao hg', 'POS')]","[('giao hg', 'nhanh')]","[('giao hg', 'nhanh', 'POS')]"
Màu sắc thu hút,['Màu sắc'],"[('Màu sắc', 'POS')]","[('Màu sắc', 'thu hút')]","[('Màu sắc', 'thu hút', 'POS')]"
bền,[],[],[],[]
đẹp,[],[],[],[]
Giao hang nhanh,['Giao hang'],"[('Giao hang', 'POS')]","[('Giao hang', 'nhanh')]","[('Giao hang', 'nhanh', 'POS')]"
nhiệt tinh,[],[],[],[]
sản phẩm k hề tốt.,['sản phẩm'],"[('sản phẩm', 'NEG')]","[('sản phẩm', 'k hề tốt.')]","[('sản phẩm', 'k hề tốt.', 'NEG')]"
viết dc 3 hôm hỏng hết ngòi,['ngòi'],"[('ngòi', 'NEG')]","[('ngòi', 'hỏng hết')]","[('ngòi', 'hỏng hết', 'NEG')]"
2 cái là dùng tốt.,['2 cái'],"[('2 cái', 'POS')]","[('2 cái', 'dùng tốt.')]","[('2 cái', 'dùng tốt.', 'POS')]"
còn hai cái khi Viết xong bấm xoá nét mực vẫn còn nguyên.,['Viết xong bấm xoá'],"[('Viết xong bấm xoá', 'NEG')]","[('Viết xong bấm xoá', 'nét mực vẫn còn nguyên.')]","[('Viết xong bấm xoá', 'nét mực vẫn còn nguyên.', 'NEG')]"
bấm nhiều lần thì có hơi nhạt chút nhưng vẫn ko hết được.,['bấm nhiều lần'],"[('bấm nhiều lần', 'NEG')]","[('bấm nhiều lần', 'vẫn ko hết được.')]","[('bấm nhiều lần', 'vẫn ko hết được.', 'NEG')]"
nhờ tiki hỗ trợ mình đổi cái khác.,['tiki'],"[('tiki', 'NEU')]","[('tiki', 'hỗ trợ mình đổi cái khác.')]","[('tiki', 'hỗ trợ mình đổi cái khác.', 'NEU')]"
giao hàng nhanh,['giao hàng'],"[('giao hàng', 'POS')]","[('giao hàng', 'nhanh')]","[('giao hàng', 'nhanh', 'POS')]"
h thành chậm r,['<IA>'],"[('<IA>', 'NEG')]","[('<IA>', 'h thành chậm r')]","[('<IA>', 'h thành chậm r', 'NEG')]"
Hàng tốt.,['Hàng'],"[('Hàng', 'POS')]","[('Hàng', 'tốt.')]","[('Hàng', 'tốt.', 'POS')]"
Kết nối ổn định.,['Kết nối'],"[('Kết nối', 'POS')]","[('Kết nối', 'ổn định.')]","[('Kết nối', 'ổn định.', 'POS')]"
"Khi máy tính, iPad mới khởi động cần mấy giây mới có tín hiệu.",['tín hiệu.'],"[('tín hiệu.', 'NEG')]","[('tín hiệu.', 'cần mấy giây mới có')]","[('tín hiệu.', 'cần mấy giây mới có', 'NEG')]"
sản phẩm đẹp,['sản phẩm'],"[('sản phẩm', 'POS')]","[('sản phẩm', 'đẹp')]","[('sản phẩm', 'đẹp', 'POS')]"
để vào hộp rất lịch sự,['để vào hộp'],"[('để vào hộp', 'POS')]","[('để vào hộp', 'rất lịch sự')]","[('để vào hộp', 'rất lịch sự', 'POS')]"
